year,month,date,prefectureNameJ,prefectureNameE,testedPositive,peopleTested,hospitalized,serious,discharged,deaths,effectiveReproductionNumber
2020,7,3,岩手県,Iwate,0,1005.0,0.0,0,0.0,0,
2020,7,3,宮城県,Miyagi,95,3925.0,4.0,0,90.0,1,1.64
2020,7,3,秋田県,Akita,16,999.0,0.0,0,16.0,0,
2020,7,3,山形県,Yamagata,69,2562.0,1.0,1,68.0,0,
2020,7,3,福島県,Fukushima,82,7105.0,1.0,0,81.0,0,
2020,7,3,茨城県,Ibaraki,182,5417.0,12.0,0,160.0,10,1.92
2020,7,3,栃木県,Tochigi,84,7707.0,18.0,0,66.0,0,
2020,7,3,群馬県,Gunma,154,5246.0,4.0,0,131.0,19,1.64
2020,7,3,埼玉県,Saitama,1191,37440.0,150.0,3,976.0,65,1.4
2020,7,3,千葉県,Chiba,987,18715.0,54.0,1,888.0,45,1.88
2020,7,3,東京都,Tokyo,6523,97621.0,616.0,9,5582.0,325,1.53
2020,7,3,神奈川県,Kanagawa,1545,36905.0,107.0,7,1342.0,96,2.73
2020,7,3,新潟県,Niigata,84,5054.0,0.0,0,83.0,0,
2020,7,3,富山県,Toyama,228,4009.0,1.0,0,205.0,22,
2020,7,3,石川県,Ishikawa,300,2922.0,16.0,1,257.0,27,0.0
2020,7,3,福井県,Fukui,122,3481.0,0.0,0,114.0,8,
2020,7,3,山梨県,Yamanashi,75,5815.0,2.0,0,72.0,1,
2020,7,3,長野県,Nagano,77,3334.0,1.0,0,76.0,,
2020,7,3,岐阜県,Gifu,160,5348.0,6.0,1,147.0,7,2.69
2020,7,3,静岡県,Shizuoka,86,7829.0,6.0,0,79.0,1,
2020,7,3,愛知県,Aichi,525,13199.0,7.0,0,478.0,34,1.0
2020,7,3,三重県,Mie,46,2920.0,0.0,0,45.0,1,
2020,7,3,滋賀県,Shiga,103,2471.0,3.0,0,99.0,1,
2020,7,3,京都府,Kyoto,386,10600.0,21.0,0,347.0,18,3.88
2020,7,3,大阪府,Osaka,1862,42307.0,51.0,2,1719.0,86,2.41
2020,7,3,兵庫県,Hyogo,709,15362.0,7.0,0,656.0,45,0.85
2020,7,3,奈良県,Nara,92,3943.0,0.0,0,90.0,2,
2020,7,3,和歌山県,Wakayama,64,4042.0,0.0,0,61.0,3,0.0
2020,7,3,鳥取県,Tottori,4,1504.0,1.0,0,3.0,0,
2020,7,3,島根県,Shimane,24,1254.0,0.0,0,24.0,0,
2020,7,3,岡山県,Okayama,28,1964.0,2.0,,26.0,,1.64
2020,7,3,広島県,Hiroshima,169,7907.0,1.0,0,165.0,3,
2020,7,3,山口県,Yamaguchi,37,2425.0,0.0,0,37.0,0,
2020,7,3,徳島県,Tokushima,6,943.0,1.0,0,4.0,1,0.0
2020,7,3,香川県,Kagawa,28,2776.0,0.0,0,28.0,0,
2020,7,3,愛媛県,Ehime,82,2629.0,0.0,0,77.0,5,
2020,7,3,高知県,Kochi,74,1985.0,0.0,0,71.0,3,
2020,7,3,福岡県,Fukuoka,858,16777.0,22.0,2,803.0,33,1.19
2020,7,3,佐賀県,Saga,47,1659.0,0.0,0,47.0,0,
2020,7,3,長崎県,Nagasaki,17,3324.0,0.0,0,16.0,1,
2020,7,3,熊本県,Kumamoto,49,4310.0,0.0,0,46.0,3,0.0
2020,7,3,大分県,Oita,60,5018.0,0.0,0,59.0,1,
2020,7,3,宮崎県,Miyazaki,17,1589.0,0.0,0,17.0,0,
2020,7,3,鹿児島県,Kagoshima,21,2654.0,10.0,0,11.0,0,
2020,7,3,沖縄県,Okinawa,142,3037.0,0.0,0,139.0,7,
2020,7,4,北海道,Hokkaido,1276,21946.0,94.0,6,1088.0,101,1.64
2020,7,4,青森県,Aomori,27,1002.0,0.0,0,26.0,1,
2020,7,4,岩手県,Iwate,0,1005.0,0.0,0,0.0,0,
2020,7,4,宮城県,Miyagi,97,3951.0,6.0,0,90.0,1,1.44
2020,7,4,秋田県,Akita,16,999.0,0.0,0,16.0,0,
2020,7,4,山形県,Yamagata,69,2566.0,1.0,1,68.0,0,
2020,7,4,福島県,Fukushima,82,7204.0,1.0,0,81.0,0,
2020,7,4,茨城県,Ibaraki,183,5417.0,13.0,0,160.0,10,3.38
2020,7,4,栃木県,Tochigi,86,7829.0,18.0,0,66.0,0,3.45
2020,7,4,群馬県,Gunma,154,5261.0,3.0,0,133.0,19,1.64
2020,7,4,埼玉県,Saitama,1218,37535.0,175.0,3,978.0,65,1.44
2020,7,4,千葉県,Chiba,1003,18877.0,67.0,1,891.0,45,1.97
2020,7,4,東京都,Tokyo,6654,99333.0,712.0,9,5617.0,325,1.61
2020,7,4,神奈川県,Kanagawa,1565,37163.0,107.0,7,1362.0,96,3.16
2020,7,4,新潟県,Niigata,84,5054.0,0.0,0,83.0,0,
2020,7,4,富山県,Toyama,228,4009.0,1.0,0,205.0,22,
2020,7,4,石川県,Ishikawa,300,2925.0,13.0,1,260.0,27,0.0
2020,7,4,福井県,Fukui,122,3510.0,0.0,0,114.0,8,
2020,7,4,山梨県,Yamanashi,75,5815.0,2.0,0,72.0,1,
2020,7,4,長野県,Nagano,77,3351.0,1.0,0,76.0,,
2020,7,4,岐阜県,Gifu,160,5420.0,6.0,1,147.0,7,
2020,7,4,静岡県,Shizuoka,86,7829.0,6.0,0,79.0,1,
2020,7,4,愛知県,Aichi,525,13199.0,7.0,0,478.0,34,1.0
2020,7,4,三重県,Mie,46,2945.0,0.0,0,45.0,1,
2020,7,4,滋賀県,Shiga,103,2524.0,3.0,0,99.0,1,
2020,7,4,京都府,Kyoto,386,10600.0,21.0,0,347.0,18,3.88
2020,7,4,大阪府,Osaka,1879,42780.0,51.0,2,1723.0,86,3.72
2020,7,4,兵庫県,Hyogo,710,15461.0,8.0,0,656.0,45,1.0
2020,7,4,奈良県,Nara,93,3943.0,1.0,0,90.0,2,
2020,7,4,和歌山県,Wakayama,64,4054.0,0.0,0,61.0,3,0.0
2020,7,4,鳥取県,Tottori,4,1645.0,1.0,0,3.0,0,
2020,7,4,島根県,Shimane,24,1256.0,0.0,0,24.0,0,
2020,7,4,岡山県,Okayama,28,1976.0,2.0,,26.0,,1.64
2020,7,4,広島県,Hiroshima,169,7907.0,1.0,0,165.0,3,
2020,7,4,山口県,Yamaguchi,37,2435.0,0.0,0,37.0,0,
2020,7,4,徳島県,Tokushima,6,953.0,1.0,0,4.0,1,0.0
2020,7,4,香川県,Kagawa,28,2792.0,0.0,0,28.0,0,
2020,7,4,愛媛県,Ehime,82,2629.0,0.0,0,77.0,5,
2020,7,4,高知県,Kochi,74,1991.0,0.0,0,71.0,3,
2020,7,4,福岡県,Fukuoka,862,16875.0,23.0,2,806.0,33,2.19
2020,7,4,佐賀県,Saga,47,1665.0,0.0,0,47.0,0,
2020,7,4,長崎県,Nagasaki,17,3343.0,0.0,0,16.0,1,
2020,7,4,熊本県,Kumamoto,49,4325.0,0.0,0,46.0,3,0.0
2020,7,4,大分県,Oita,60,5039.0,0.0,0,59.0,1,
2020,7,4,宮崎県,Miyazaki,17,1589.0,0.0,0,17.0,0,
2020,7,4,鹿児島県,Kagoshima,51,2784.0,40.0,0,11.0,0,
2020,7,4,沖縄県,Okinawa,142,3037.0,0.0,0,139.0,7,
2020,7,5,北海道,Hokkaido,1277,22118.0,87.0,6,1093.0,101,0.93
2020,7,5,青森県,Aomori,27,1002.0,0.0,0,26.0,1,
2020,7,5,岩手県,Iwate,0,1005.0,0.0,0,0.0,0,
2020,7,5,宮城県,Miyagi,98,3995.0,7.0,0,90.0,1,1.64
2020,7,5,秋田県,Akita,16,999.0,0.0,0,16.0,0,
2020,7,5,山形県,Yamagata,70,2573.0,1.0,1,68.0,0,
2020,7,5,福島県,Fukushima,82,7227.0,1.0,0,81.0,0,
2020,7,5,茨城県,Ibaraki,183,5417.0,13.0,0,160.0,10,2.36
2020,7,5,栃木県,Tochigi,87,7948.0,18.0,0,66.0,0,3.6
2020,7,5,群馬県,Gunma,155,5288.0,3.0,0,133.0,19,2.19
2020,7,5,埼玉県,Saitama,1239,37659.0,190.0,3,984.0,65,1.54
2020,7,5,千葉県,Chiba,1010,19089.0,72.0,1,893.0,45,1.89
2020,7,5,東京都,Tokyo,6765,100233.0,798.0,9,5642.0,325,1.61
2020,7,5,神奈川県,Kanagawa,1585,37804.0,107.0,7,1382.0,96,2.65
2020,7,5,新潟県,Niigata,84,5054.0,0.0,0,83.0,0,
2020,7,5,富山県,Toyama,228,4009.0,1.0,0,205.0,22,
2020,7,5,石川県,Ishikawa,300,2932.0,12.0,1,261.0,27,0.0
2020,7,5,福井県,Fukui,122,3526.0,0.0,0,114.0,8,
2020,7,5,山梨県,Yamanashi,75,5815.0,2.0,0,72.0,1,
2020,7,5,長野県,Nagano,77,3367.0,1.0,0,76.0,,
2020,7,5,岐阜県,Gifu,160,5421.0,6.0,1,147.0,7,
2020,7,5,静岡県,Shizuoka,86,7829.0,6.0,0,79.0,1,
2020,7,5,愛知県,Aichi,525,13199.0,5.0,0,480.0,34,1.0
2020,7,5,三重県,Mie,46,2951.0,0.0,0,45.0,1,
2020,7,5,滋賀県,Shiga,103,2527.0,3.0,0,99.0,1,
2020,7,5,京都府,Kyoto,386,10600.0,21.0,0,347.0,18,3.88
2020,7,5,大阪府,Osaka,1885,43057.0,76.0,3,1723.0,86,3.31
2020,7,5,兵庫県,Hyogo,712,15593.0,10.0,0,656.0,45,1.83
2020,7,5,奈良県,Nara,95,3943.0,3.0,0,90.0,2,
2020,7,5,和歌山県,Wakayama,64,4066.0,0.0,0,61.0,3,0.0
2020,7,5,鳥取県,Tottori,4,1753.0,1.0,0,3.0,0,
2020,7,5,島根県,Shimane,24,1257.0,0.0,0,24.0,0,
2020,7,5,岡山県,Okayama,28,1983.0,2.0,,26.0,,1.64
2020,7,5,広島県,Hiroshima,169,7907.0,1.0,0,165.0,3,
2020,7,5,山口県,Yamaguchi,37,2450.0,0.0,0,37.0,0,
2020,7,5,徳島県,Tokushima,6,955.0,1.0,0,4.0,1,0.0
2020,7,5,香川県,Kagawa,28,2822.0,0.0,0,28.0,0,
2020,7,5,愛媛県,Ehime,82,2629.0,0.0,0,77.0,5,
2020,7,5,高知県,Kochi,74,1996.0,0.0,0,71.0,3,
2020,7,5,福岡県,Fukuoka,868,16998.0,28.0,2,807.0,33,2.34
2020,7,5,佐賀県,Saga,47,1666.0,0.0,0,47.0,0,
2020,7,5,長崎県,Nagasaki,17,3366.0,0.0,0,16.0,1,
2020,7,5,熊本県,Kumamoto,49,4325.0,0.0,0,46.0,3,0.0
2020,7,5,大分県,Oita,60,5041.0,0.0,0,59.0,1,
2020,7,5,宮崎県,Miyazaki,17,1589.0,0.0,0,17.0,0,
2020,7,5,鹿児島県,Kagoshima,85,2784.0,74.0,0,11.0,0,
2020,7,5,沖縄県,Okinawa,142,3037.0,0.0,0,139.0,7,
2020,7,6,北海道,Hokkaido,1277,22261.0,83.0,6,1098.0,101,0.63
2020,7,6,青森県,Aomori,27,1015.0,0.0,0,26.0,1,
2020,7,6,岩手県,Iwate,0,1009.0,0.0,0,0.0,0,
2020,7,6,宮城県,Miyagi,98,4018.0,7.0,0,90.0,1,0.85
2020,7,6,秋田県,Akita,16,1001.0,0.0,0,16.0,0,
2020,7,6,山形県,Yamagata,71,2583.0,4.0,1,68.0,0,
2020,7,6,福島県,Fukushima,82,7275.0,1.0,0,81.0,0,
2020,7,6,茨城県,Ibaraki,186,5531.0,16.0,0,160.0,10,2.19
2020,7,6,栃木県,Tochigi,87,8065.0,21.0,0,67.0,0,1.07
2020,7,6,群馬県,Gunma,155,5299.0,3.0,0,133.0,19,2.19
2020,7,6,埼玉県,Saitama,1255,38502.0,182.0,3,1007.0,66,1.44
2020,7,6,千葉県,Chiba,1019,19276.0,79.0,1,895.0,45,2.21
2020,7,6,東京都,Tokyo,6867,103448.0,836.0,8,5706.0,325,1.59
2020,7,6,神奈川県,Kanagawa,1596,39111.0,136.0,10,1364.0,96,2.34
2020,7,6,新潟県,Niigata,85,5098.0,1.0,0,83.0,0,
2020,7,6,富山県,Toyama,228,4090.0,1.0,0,205.0,22,
2020,7,6,石川県,Ishikawa,300,2934.0,12.0,1,261.0,27,
2020,7,6,福井県,Fukui,122,3528.0,0.0,0,114.0,8,
2020,7,6,山梨県,Yamanashi,75,5966.0,1.0,0,73.0,1,0.61
2020,7,6,長野県,Nagano,77,3380.0,1.0,0,76.0,,
2020,7,6,岐阜県,Gifu,160,5425.0,6.0,1,147.0,7,
2020,7,6,静岡県,Shizuoka,86,8040.0,4.0,0,81.0,1,3.16
2020,7,6,愛知県,Aichi,525,13413.0,5.0,0,480.0,34,
2020,7,6,三重県,Mie,46,2955.0,0.0,0,45.0,1,
2020,7,6,滋賀県,Shiga,103,2527.0,3.0,0,99.0,1,
2020,7,6,京都府,Kyoto,401,11061.0,35.0,0,348.0,18,1.98
2020,7,6,大阪府,Osaka,1893,43319.0,77.0,3,1730.0,86,2.41
2020,7,6,兵庫県,Hyogo,716,15792.0,12.0,0,658.0,45,2.53
2020,7,6,奈良県,Nara,96,3943.0,4.0,0,90.0,2,
2020,7,6,和歌山県,Wakayama,64,4070.0,0.0,0,61.0,3,0.0
2020,7,6,鳥取県,Tottori,4,1816.0,1.0,0,3.0,0,
2020,7,6,島根県,Shimane,24,1260.0,0.0,0,24.0,0,
2020,7,6,岡山県,Okayama,28,1988.0,2.0,,26.0,,1.64
2020,7,6,広島県,Hiroshima,169,7972.0,2.0,0,166.0,3,
2020,7,6,山口県,Yamaguchi,37,2485.0,0.0,0,37.0,0,
2020,7,6,徳島県,Tokushima,6,960.0,1.0,0,4.0,1,0.0
2020,7,6,香川県,Kagawa,28,2822.0,0.0,0,28.0,0,
2020,7,6,愛媛県,Ehime,82,2638.0,0.0,0,77.0,5,
2020,7,6,高知県,Kochi,74,1998.0,0.0,0,71.0,3,
2020,7,6,福岡県,Fukuoka,877,16998.0,37.0,2,807.0,33,2.96
2020,7,6,佐賀県,Saga,47,1668.0,0.0,0,47.0,0,
2020,7,6,長崎県,Nagasaki,18,3367.0,1.0,0,16.0,1,
2020,7,6,熊本県,Kumamoto,49,4366.0,0.0,0,46.0,3,0.0
2020,7,6,大分県,Oita,60,5080.0,0.0,0,59.0,1,
2020,7,6,宮崎県,Miyazaki,18,1609.0,1.0,0,17.0,0,
2020,7,6,鹿児島県,Kagoshima,107,3726.0,96.0,0,11.0,0,
2020,7,6,沖縄県,Okinawa,142,3047.0,0.0,0,139.0,7,
2020,7,7,北海道,Hokkaido,1278,22347.0,78.0,6,1106.0,101,0.36
2020,7,7,青森県,Aomori,27,1020.0,0.0,0,26.0,1,
2020,7,7,岩手県,Iwate,0,1026.0,0.0,0,0.0,0,
2020,7,7,宮城県,Miyagi,98,4089.0,7.0,0,90.0,1,1.0
2020,7,7,秋田県,Akita,16,1007.0,0.0,0,16.0,0,
2020,7,7,山形県,Yamagata,71,2595.0,4.0,1,68.0,0,
2020,7,7,福島県,Fukushima,82,7370.0,1.0,0,81.0,0,
2020,7,7,茨城県,Ibaraki,187,5561.0,14.0,1,163.0,10,2.32
2020,7,7,栃木県,Tochigi,87,8201.0,19.0,0,67.0,0,1.07
2020,7,7,群馬県,Gunma,155,5375.0,3.0,0,133.0,19,1.0
2020,7,7,埼玉県,Saitama,1282,40308.0,199.0,3,1016.0,67,1.6
2020,7,7,千葉県,Chiba,1030,19367.0,85.0,1,899.0,46,1.79
2020,7,7,東京都,Tokyo,6973,106467.0,876.0,8,5772.0,325,1.6
2020,7,7,神奈川県,Kanagawa,1605,40183.0,127.0,7,1382.0,96,1.35
2020,7,7,新潟県,Niigata,85,5137.0,1.0,0,83.0,0,
2020,7,7,富山県,Toyama,228,4132.0,1.0,0,205.0,22,
2020,7,7,石川県,Ishikawa,300,2937.0,8.0,1,265.0,27,
2020,7,7,福井県,Fukui,122,3558.0,0.0,0,114.0,8,
2020,7,7,山梨県,Yamanashi,75,6012.0,0.0,0,74.0,1,0.61
2020,7,7,長野県,Nagano,77,3382.0,1.0,0,76.0,,
2020,7,7,岐阜県,Gifu,163,5519.0,9.0,2,147.0,7,
2020,7,7,静岡県,Shizuoka,86,8040.0,4.0,0,81.0,1,3.16
2020,7,7,愛知県,Aichi,526,13558.0,7.0,0,480.0,34,1.64
2020,7,7,三重県,Mie,46,2980.0,0.0,0,45.0,1,
2020,7,7,滋賀県,Shiga,103,2566.0,3.0,0,99.0,1,
2020,7,7,京都府,Kyoto,404,11133.0,34.0,0,352.0,18,1.51
2020,7,7,大阪府,Osaka,1905,43972.0,77.0,3,1742.0,86,2.19
2020,7,7,兵庫県,Hyogo,717,16089.0,12.0,0,659.0,45,2.53
2020,7,7,奈良県,Nara,98,3943.0,6.0,0,90.0,2,
2020,7,7,和歌山県,Wakayama,64,4077.0,0.0,0,61.0,3,
2020,7,7,鳥取県,Tottori,4,1848.0,1.0,0,3.0,0,
2020,7,7,島根県,Shimane,24,1263.0,0.0,0,24.0,0,
2020,7,7,岡山県,Okayama,28,1999.0,2.0,,26.0,,1.64
2020,7,7,広島県,Hiroshima,171,8025.0,4.0,0,165.0,3,
2020,7,7,山口県,Yamaguchi,37,2533.0,0.0,0,37.0,0,
2020,7,7,徳島県,Tokushima,9,973.0,4.0,0,4.0,1,2.19
2020,7,7,香川県,Kagawa,28,2842.0,0.0,0,28.0,0,
2020,7,7,愛媛県,Ehime,82,2645.0,0.0,0,77.0,5,
2020,7,7,高知県,Kochi,74,1998.0,0.0,0,71.0,3,
2020,7,7,福岡県,Fukuoka,878,17041.0,31.0,2,814.0,33,2.69
2020,7,7,佐賀県,Saga,47,1677.0,0.0,0,47.0,0,
2020,7,7,長崎県,Nagasaki,18,3489.0,1.0,0,16.0,1,
2020,7,7,熊本県,Kumamoto,49,4381.0,0.0,0,46.0,3,
2020,7,7,大分県,Oita,60,5131.0,0.0,0,59.0,1,
2020,7,7,宮崎県,Miyazaki,18,1624.0,1.0,0,17.0,0,
2020,7,7,鹿児島県,Kagoshima,110,4237.0,99.0,0,11.0,0,
2020,7,7,沖縄県,Okinawa,142,3047.0,0.0,0,139.0,7,
2020,7,8,北海道,Hokkaido,1282,22533.0,71.0,6,1120.0,101,0.39
2020,7,8,青森県,Aomori,27,1027.0,0.0,0,26.0,1,
2020,7,8,岩手県,Iwate,0,1046.0,0.0,0,0.0,0,
2020,7,8,宮城県,Miyagi,98,4251.0,6.0,0,91.0,1,1.0
2020,7,8,秋田県,Akita,16,1007.0,0.0,0,16.0,0,
2020,7,8,山形県,Yamagata,71,2609.0,3.0,0,68.0,1,
2020,7,8,福島県,Fukushima,82,7477.0,0.0,0,82.0,0,
2020,7,8,茨城県,Ibaraki,188,5621.0,15.0,1,163.0,10,2.45
2020,7,8,栃木県,Tochigi,88,8464.0,14.0,0,72.0,0,0.77
2020,7,8,群馬県,Gunma,155,5558.0,3.0,0,133.0,19,1.64
2020,7,8,埼玉県,Saitama,1330,41312.0,231.0,4,1032.0,67,1.77
2020,7,8,千葉県,Chiba,1040,19479.0,95.0,1,899.0,46,1.73
2020,7,8,東京都,Tokyo,7048,109958.0,847.0,6,5876.0,325,1.58
2020,7,8,神奈川県,Kanagawa,1628,41465.0,154.0,12,1378.0,96,1.47
2020,7,8,新潟県,Niigata,86,5170.0,1.0,0,83.0,0,
2020,7,8,富山県,Toyama,229,4147.0,2.0,0,205.0,22,
2020,7,8,石川県,Ishikawa,300,2944.0,7.0,1,266.0,27,
2020,7,8,福井県,Fukui,122,3587.0,0.0,0,114.0,8,
2020,7,8,山梨県,Yamanashi,75,6061.0,0.0,0,74.0,1,0.0
2020,7,8,長野県,Nagano,77,3411.0,1.0,0,76.0,,
2020,7,8,岐阜県,Gifu,160,5567.0,5.0,2,148.0,7,2.19
2020,7,8,静岡県,Shizuoka,88,8188.0,6.0,0,81.0,1,4.01
2020,7,8,愛知県,Aichi,526,13693.0,7.0,0,480.0,34,0.61
2020,7,8,三重県,Mie,46,2993.0,0.0,0,45.0,1,
2020,7,8,滋賀県,Shiga,104,2593.0,4.0,0,99.0,1,0.61
2020,7,8,京都府,Kyoto,413,11314.0,42.0,0,353.0,18,1.64
2020,7,8,大阪府,Osaka,1915,44724.0,77.0,3,1750.0,86,1.78
2020,7,8,兵庫県,Hyogo,720,16313.0,14.0,0,660.0,45,2.19
2020,7,8,奈良県,Nara,100,4383.0,8.0,0,90.0,2,
2020,7,8,和歌山県,Wakayama,64,4095.0,0.0,0,61.0,3,
2020,7,8,鳥取県,Tottori,4,1877.0,1.0,0,3.0,0,
2020,7,8,島根県,Shimane,24,1267.0,0.0,0,24.0,0,
2020,7,8,岡山県,Okayama,28,2014.0,2.0,,26.0,,
2020,7,8,広島県,Hiroshima,171,8076.0,4.0,0,165.0,3,1.64
2020,7,8,山口県,Yamaguchi,37,2542.0,0.0,0,37.0,0,
2020,7,8,徳島県,Tokushima,9,1018.0,4.0,0,4.0,1,2.19
2020,7,8,香川県,Kagawa,28,2895.0,0.0,0,28.0,0,
2020,7,8,愛媛県,Ehime,82,2654.0,0.0,0,77.0,5,
2020,7,8,高知県,Kochi,74,2006.0,0.0,0,71.0,3,
2020,7,8,福岡県,Fukuoka,885,17222.0,38.0,2,814.0,33,2.64
2020,7,8,佐賀県,Saga,47,1682.0,0.0,0,47.0,0,
2020,7,8,長崎県,Nagasaki,18,3544.0,1.0,0,16.0,1,
2020,7,8,熊本県,Kumamoto,49,4395.0,0.0,0,46.0,3,
2020,7,8,大分県,Oita,60,5219.0,0.0,0,59.0,1,
2020,7,8,宮崎県,Miyazaki,18,1645.0,1.0,0,17.0,0,
2020,7,8,鹿児島県,Kagoshima,122,4841.0,111.0,0,11.0,0,28.72
2020,7,8,沖縄県,Okinawa,144,3062.0,1.0,0,139.0,7,
2020,7,9,北海道,Hokkaido,1283,22763.0,61.0,6,1126.0,101,0.24
2020,7,9,青森県,Aomori,27,1038.0,0.0,0,26.0,1,
2020,7,9,岩手県,Iwate,0,1084.0,0.0,0,0.0,0,
2020,7,9,宮城県,Miyagi,99,4286.0,7.0,0,91.0,1,1.0
2020,7,9,秋田県,Akita,16,1012.0,0.0,0,16.0,0,
2020,7,9,山形県,Yamagata,71,2618.0,3.0,0,68.0,1,
2020,7,9,福島県,Fukushima,82,7598.0,0.0,0,82.0,0,
2020,7,9,茨城県,Ibaraki,189,5685.0,14.0,1,165.0,10,1.74
2020,7,9,栃木県,Tochigi,90,8652.0,11.0,0,74.0,0,0.61
2020,7,9,群馬県,Gunma,155,5602.0,3.0,0,133.0,19,1.64
2020,7,9,埼玉県,Saitama,1352,42105.0,244.0,3,1041.0,67,1.67
2020,7,9,千葉県,Chiba,1062,19698.0,110.0,0,906.0,46,1.67
2020,7,9,東京都,Tokyo,7272,113286.0,968.0,6,5979.0,325,1.59
2020,7,9,神奈川県,Kanagawa,1653,42641.0,147.0,6,1409.0,97,1.47
2020,7,9,新潟県,Niigata,86,5212.0,1.0,0,83.0,0,
2020,7,9,富山県,Toyama,230,4182.0,3.0,0,205.0,22,1.64
2020,7,9,石川県,Ishikawa,300,2950.0,6.0,1,267.0,27,
2020,7,9,福井県,Fukui,122,3615.0,0.0,0,114.0,8,
2020,7,9,山梨県,Yamanashi,75,6095.0,0.0,0,74.0,1,0.0
2020,7,9,長野県,Nagano,77,3434.0,1.0,0,76.0,,
2020,7,9,岐阜県,Gifu,162,5647.0,7.0,2,148.0,7,0.61
2020,7,9,静岡県,Shizuoka,91,8458.0,8.0,0,82.0,1,5.18
2020,7,9,愛知県,Aichi,528,13813.0,8.0,0,481.0,34,1.34
2020,7,9,三重県,Mie,46,3009.0,0.0,0,45.0,1,
2020,7,9,滋賀県,Shiga,104,2626.0,4.0,0,99.0,1,0.61
2020,7,9,京都府,Kyoto,415,11482.0,41.0,0,356.0,18,1.51
2020,7,9,大阪府,Osaka,1945,45469.0,79.0,3,1763.0,86,1.87
2020,7,9,兵庫県,Hyogo,722,16552.0,11.0,0,662.0,45,1.98
2020,7,9,奈良県,Nara,102,4383.0,10.0,0,90.0,2,
2020,7,9,和歌山県,Wakayama,66,4106.0,2.0,0,61.0,3,
2020,7,9,鳥取県,Tottori,4,1922.0,1.0,0,3.0,0,0.0
2020,7,9,島根県,Shimane,24,1278.0,0.0,0,24.0,0,
2020,7,9,岡山県,Okayama,28,2026.0,2.0,,26.0,,0.0
2020,7,9,広島県,Hiroshima,171,8128.0,4.0,0,165.0,3,1.64
2020,7,9,山口県,Yamaguchi,37,2592.0,0.0,0,37.0,0,
2020,7,9,徳島県,Tokushima,9,1053.0,4.0,0,4.0,1,2.19
2020,7,9,香川県,Kagawa,28,2919.0,0.0,0,28.0,0,
2020,7,9,愛媛県,Ehime,82,2657.0,0.0,0,77.0,5,
2020,7,9,高知県,Kochi,74,2006.0,0.0,0,71.0,3,
2020,7,9,福岡県,Fukuoka,898,17409.0,49.0,3,816.0,33,2.53
2020,7,9,佐賀県,Saga,47,1686.0,0.0,0,47.0,0,
2020,7,9,長崎県,Nagasaki,19,3645.0,2.0,0,16.0,1,
2020,7,9,熊本県,Kumamoto,49,4410.0,0.0,0,46.0,3,
2020,7,9,大分県,Oita,60,5280.0,0.0,0,59.0,1,
2020,7,9,宮崎県,Miyazaki,18,1661.0,1.0,0,17.0,0,
2020,7,9,鹿児島県,Kagoshima,122,4841.0,111.0,0,11.0,0,5.22
2020,7,9,沖縄県,Okinawa,145,3062.0,2.0,0,139.0,7,
2020,7,10,北海道,Hokkaido,1289,23073.0,56.0,5,1126.0,101,0.38
2020,7,10,青森県,Aomori,28,1055.0,1.0,0,26.0,1,
2020,7,10,岩手県,Iwate,0,1099.0,0.0,0,0.0,0,
2020,7,10,宮城県,Miyagi,100,4410.0,7.0,0,92.0,1,1.17
2020,7,10,秋田県,Akita,16,1012.0,0.0,0,16.0,0,
2020,7,10,山形県,Yamagata,71,2621.0,3.0,0,68.0,1,
2020,7,10,福島県,Fukushima,83,7698.0,1.0,0,82.0,0,
2020,7,10,茨城県,Ibaraki,196,5714.0,19.0,1,167.0,10,1.27
2020,7,10,栃木県,Tochigi,90,8866.0,11.0,0,82.0,0,0.46
2020,7,10,群馬県,Gunma,155,5690.0,3.0,0,133.0,19,0.61
2020,7,10,埼玉県,Saitama,1396,42723.0,269.0,3,1060.0,67,1.66
2020,7,10,千葉県,Chiba,1074,20087.0,118.0,0,910.0,46,1.58
2020,7,10,東京都,Tokyo,7515,117158.0,1096.0,5,6094.0,325,1.57
2020,7,10,神奈川県,Kanagawa,1685,43529.0,158.0,8,1430.0,97,1.33
2020,7,10,新潟県,Niigata,86,5253.0,2.0,0,83.0,0,
2020,7,10,富山県,Toyama,230,4225.0,3.0,0,205.0,22,1.64
2020,7,10,石川県,Ishikawa,300,2956.0,6.0,1,267.0,27,
2020,7,10,福井県,Fukui,122,3638.0,0.0,0,114.0,8,
2020,7,10,山梨県,Yamanashi,76,6139.0,1.0,0,74.0,1,0.46
2020,7,10,長野県,Nagano,77,3454.0,1.0,0,76.0,,
2020,7,10,岐阜県,Gifu,162,5747.0,7.0,2,148.0,7,0.61
2020,7,10,静岡県,Shizuoka,92,8602.0,9.0,0,82.0,1,1.0
2020,7,10,愛知県,Aichi,528,13813.0,8.0,0,481.0,34,1.34
2020,7,10,三重県,Mie,46,3021.0,0.0,0,45.0,1,
2020,7,10,滋賀県,Shiga,104,2677.0,4.0,0,99.0,1,0.61
2020,7,10,京都府,Kyoto,420,11599.0,40.0,0,362.0,18,1.46
2020,7,10,大阪府,Osaka,1967,46112.0,96.0,3,1777.0,86,1.75
2020,7,10,兵庫県,Hyogo,726,16730.0,15.0,0,662.0,45,2.81
2020,7,10,奈良県,Nara,107,4383.0,15.0,0,90.0,2,
